,message_id,id_channel,message,viral_final,is_economic,topic,confidence,reason,band_id,band_label
0,b1c20629-e35e-4e14-a3ce-388db1e068aa,6,"Курс рубля к доллару сейчас переоценен, учитывая ситуацию на рынке нефти и макроэкономические факторы, заявил первый зампред правления «Сбера» Александр Ведяхин. «Если бы все было относительно сбалансировано (...), он должен был бы быть на уровне 90-95 рубля за доллар», — считает представитель банка",0.6656969079300196,True,Валютный рынок,0.95,"Текст обсуждает курс рубля к доллару и упоминает макроэкономические и сырьевые факторы, что является явным экономическим содержанием, а основной фокус – валютный курс.",0,q90-q100
1,c7a50032-0e6b-457d-bead-ab9dc39f0b5b,1,"⚡️Доллар — 113 рублей на бирже, евро — 119 рублей",0.7546519896470598,True,Валютный рынок,0.96,"Текст сообщает текущие курсы валют (доллар и евро) в рублях на бирже, что относится к валютному рынку.",0,q90-q100
2,42880f60-6d36-4397-a8bb-b254d52da0b3,2,"#Курс #MOEX
БКС приостанавливает возможность вывода китайских юаней с брокерских счетов

В связи с усложнением расчетов между участниками биржевых торгов в китайских юанях (CNY) и увеличением времени при вводе/выводе валюты и расчетах сделок с 13.08.2024 г. БКС временно приостанавливает возможность вывода китайских юаней с брокерских счетов на реквизиты внешних банков. Также приостанавливается ввод китайских юаней со счетов внешних банков и БКС Банка.

Ограничений на биржевую торговлю нет, клиентам доступна продажа юаней в случае необходимости.",0.6578343499890122,True,Валютный рынок,0.95,"Новость описывает приостановку вывода и ввода китайских юаней брокером, что напрямую относится к операциям на валютном рынке.",0,q90-q100
3,f618a168-d21e-41e1-921e-1c8bb69c2122,18,"Сильный рубль как предвестник слабой экономики: парадокс российского валютного чуда.

Российский рубль с конца 2024 года демонстрирует беспрецедентное укрепление. С декабря он растёт без перерыва — уже седьмой месяц подряд. Казалось бы, это повод для гордости: национальная валюта уверенно держит курс, а экономика — якобы на подъёме. Однако за кажущимся благополучием скрывается тревожная тенденция: устойчивость рубля — это не знак силы, а симптом надвигающейся рецессии.

По данным Банка России, внутренний спрос на иностранную валюту в июне 2025 года достиг минимального уровня с июля 2024 года. Корпоративные клиенты банков купили валюту всего на 1,6 трлн рублей — меньше, чем в мае, и почти вдвое меньше, чем год назад. Схожая картина наблюдается и среди населения. Валюта не востребована — её просто некуда тратить.

Главная причина — глобальная изоляция России. Компании теряют интерес к доллару и евро не потому, что у них нет рублей, а потому, что закрылись каналы внешнеэкономической деятельности. Импорт ограничен, санкции действуют, внешние поставки сворачиваются. А значит, нет нужды покупать валюту: она не работает как средство расчёта, инвестиции или хеджирования.

Парадокс в том, что рубль «укрепляется» не за счёт реального роста экономики или экспорта, а из-за сжатия денежного и валютного оборота. Рынок стал аномально сухим. Высокая ключевая ставка — один из немногих инструментов Центробанка в текущих условиях — лишь усиливает эффект. Ставка делает депозиты привлекательными, но одновременно замораживает экономическую активность: кредиты дорогие, инвестиции тормозятся, потребление падает. Рубль выглядит крепким, потому что спроса на альтернативу ему попросту нет.

Таким образом, текущая динамика валюты — это не знак успеха, а тревожный индикатор. Она говорит о стагнации, падении деловой активности и замороженной инвестиционной среде. Сила рубля в таких условиях — не достижение, а отражение замкнутости и внутреннего охлаждения экономической системы.

Если не изменится структура спроса, не откроются новые каналы внешней торговли и не смягчится монетарная политика, то сегодняшний «крепкий рубль» может оказаться предвестником глубокого экономического спада.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",0.660161479067061,True,Валютный рынок,0.95,"Текст подробно анализирует укрепление рубля, спрос на валюту и влияние ключевой ставки, что относится к валютному рынку и макроэкономическим процессам.",0,q90-q100
4,dfcb95df-3032-4fab-a7de-068c8d3e6776,18,"Нехватка юаней у российских банков побила новый рекорд

Во вторник на межбанковском рынке ставки по кредитам в юанях «овернайт» взлетели до 20% годовых — именно столько были готовы заплатить кредитные организации, чтобы взять краткосрочный заем в китайской валюте.

В самом Китае банки кредитуются по ставке около 2%. Эксперты отмечают, что разница в ставках является индикатором состояния банковских отношений двух стран: когда связи налажены, разница держится низкой, а ее рост говорит о нежелании снабжать рынок валютой.

👍 The Экономист",0.6650498368322768,True,Валютный рынок,0.96,"Новость описывает рост ставок по кредитам в юанях на межбанковском рынке, что является явным сигналом валютного рынка.",0,q90-q100
5,714dd3f6-a641-4441-b1cf-b93ec0e30322,5,"Россияне не заметят повышение курса валют, потому что у них зарплата в рублях, уверен Песков. 

🔵 Bloomberg",0.7049145879914803,True,Валютный рынок,0.95,"Новость обсуждает повышение курса валют и его восприятие населением, что относится к валютному рынку.",0,q90-q100
6,419951a7-7fdc-4339-adaa-4f8dfe523927,18,"ЦБ принял решение не закупать иностранную валюту на внутреннем валютном рынке с 28 ноября и до конца года. Решение принято для снижения волатильности финансовых рынков в России.  

🤑 The Экономист",0.7186599235445825,True,Валютный рынок,0.96,"Новость описывает решение центрального банка не покупать иностранную валюту, что напрямую влияет на валютный рынок и финансовую волатильность.",0,q90-q100
7,66a62045-30b0-4c61-a86b-34a3ec7b52bc,18,"2024 год рубль впервые завершил выше отметки 100 за доллар. За год он подешевел ко всем основным валютам: на 13,4% к доллару, почти на 7% к евро и на 6,8% к юаню. Одним из главных негативных событий для курса стала остановка организованных торгов валютой, которые проводились в России с 90-х годов. По мнению аналитиков, к концу следующего года рубль может потерять от 5% до 20% от текущих уровней.

🤑 The Экономист",0.6387464471885513,True,Валютный рынок,0.96,"Текст содержит конкретные данные о курсе рубля к основным валютам и обсуждает прекращение организованных торгов, что является явным экономическим событием на валютном рынке.",1,q75-q90
8,5f5555e8-ab10-4b34-9074-efdd54c33a5b,3,"Текущая ситуация с курсом рубля связана с введением санкций против Газпромбанка, ""неделя-две и все будет в порядке"", заявил глава Минфина Силуанов",0.6446407036912387,True,Валютный рынок,0.95,"Новость обсуждает курс рубля и связывает его с санкциями, что относится к валютному рынку и экономическим санкциям.",1,q75-q90
9,7efe240c-b5e2-4933-9aaf-800d47319cd2,1,"❗️Официальные курсы ЦБ РФ на 7 декабря: 

🇺🇸  доллар – 99,42 руб. (-3,96 руб.)   
🇪🇺  евро – 106,30 руб. (-3,48 руб.)   
🇨🇳  юань – 13,60 руб. (-0,54 руб.)",0.6246239145437855,True,Валютный рынок,0.96,"Текст публикует официальные курсы валют ЦБ РФ, что является прямым экономическим сигналом о валютном рынке.",1,q75-q90
10,f14edf88-7782-4765-9cd2-d9e4e7eb3562,4,Рубль вошёл в топ-5 худших мировых валют. Первое место в рейтинге занял бразильский реал. За год он подешевел на 20%. @bankrollo,0.6169799519890699,True,Валютный рынок,0.95,"Текст сообщает о падении курса рубля и реала, что относится к валютному рынку.",1,q75-q90
11,dcaec863-b97d-48fa-b744-141232c5e95f,18,"Рубль ждёт неминуемое ослабление, и к концу года его курс может достичь отметки в 110 за доллар. Такой прогноз озвучил финансовый аналитик и кандидат экономических наук Михаил Беляев. По его мнению, текущее укрепление национальной валюты — лишь временное явление. Уже скоро рубль вернётся к «естественным» значениям в районе 89–90 за доллар, после чего продолжит слабеть. Эксперт связывает это с депрессивным состоянием российской экономики, темпы роста которой, по оценкам Минэкономразвития, Центробанка и западных аналитиков, не превысят 2% в ближайшие два года.

Однако ключевой причиной грядущего обесценивания рубля является не только стагнация экономики, но и острая необходимость пополнения бюджета. Ослабление национальной валюты остаётся одним из немногих доступных инструментов для увеличения доходов государства без радикального повышения налогов. Налоговая нагрузка на бизнес и население уже достигла критического уровня, при котором дальнейшее её усиление ставит под угрозу само существование многих предприятий. В условиях санкций, сокращения экспортных доходов и растущих социальных обязательств власти вынуждены прибегать к «мягкой» девальвации, чтобы компенсировать дефицит казны за счёт роста рублёвой стоимости валютной выручки.

Таким образом, ослабление рубля становится неизбежным компромиссом. Оно позволяет избежать социальных потрясений от налогового пресса, но одновременно бьёт по покупательной способности граждан и усиливает инфляционное давление. Эксперты предупреждают: без структурных реформ этот порочный круг будет лишь углублять кризис.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",0.6089325537221523,True,Валютный рынок,0.95,"Текст сосредоточен на прогнозе ослабления рубля и его влиянии на бюджет и инфляцию, что делает валютный рынок центральным фокусом.",1,q75-q90
12,ca2d2678-5d49-48af-9054-91ea8b9d1ccc,5,"Доллар резко упал до 78₽, евро — до 90₽.

🔵 Bloomberg",0.5506221603784294,True,Валютный рынок,0.95,"Текст сообщает о резком падении курса доллара и евро к рублю, что является явным сигналом валютного рынка.",2,q50-q75
13,f37ab258-84a3-41cc-888b-799870f6caf8,4,"Россиян штрафуют на сотни тысяч рублей за покупку авто у иностранцев наличкой. Штрафы составляют 20–40% от всей суммы сделки. Так, москвичка отдала почти 900 тысяч рублей за автомобиль стоимостью 2,85 млн рублей. Штрафы прилетают из-за 173 ФЗ «О валютном регулировании». По нему, если у продавца нет паспорта РФ, ему нельзя давать наличные рубли, сделка должна проходить только через банк. @bankrollo",0.4934981824129053,True,Валютный рынок,0.95,"Новость описывает штрафы за нарушение валютного регулирования при наличных сделках с иностранцами, что относится к регулированию валютного рынка.",2,q50-q75
14,b34ac2a7-85e7-455c-b660-c7432576012f,5,"Доллар прыгнул выше 83 рублей.

🔵 Bloomberg",0.5057893881082822,True,Валютный рынок,0.96,"Новость сообщает о росте курса доллара выше 83 рублей, что относится к валютному рынку.",2,q50-q75
15,b756fdc0-0efb-4a14-b678-fa145d8d29a2,5,"В России iPhone 16 Pro Max подешевел до 100 тысяч рублей, обновив ценовой минимум. Снижение связано с укреплением рубля — с января доллар подешевел на 17%. На старте продаж смартфон стоил от 200 тысяч рублей.

🔵 Bloomberg",0.5516515794136407,True,Валютный рынок,0.95,"Новость связывает падение цены iPhone с укреплением рубля и падением курса доллара, что является экономическим событием на валютном рынке.",2,q50-q75
16,19ef5b12-461a-4fa6-816d-6c3ae01bada4,6,"Власти Китая хотят усилить влияние юаня на глобальной арене и ради этого готовы рассмотреть возможность запуска стейблкоина, привязанного к этой валюте. 

Китай хочет, чтобы юань стал полноценной глобальной валютой, как доллар и евро. Пока успехи в этом направлении у юаня весьма скромные. По итогам мая 2025 года доля китайской валюты в международной торговле составила 2,9%. 

Стать полноценной международной валютой юаню мешает прежде всего жесткий контроль за движением капитала, указывает Reuters. Запуск стейблкоина, обеспеченного юанем, по замыслу китайских властей, поможет укрепить глобальное влияние этой валюты.

Подробнее о том, зачем Китаю понадобилась своя криптовалюта — в нашем материале 

📸: Reuters Connect",0.5346519852245363,True,Валютный рынок,0.96,"Новость посвящена планам Китая выпустить юань‑привязанный стейблкоин, что напрямую относится к валютному рынку и международной финансовой политике.",2,q50-q75
